id,text,quantity,unit,price,label
206345,Das restliche Bad komplett verfliest,18,Std.,40,labor
188808,"Am 28.02.2018 Heizkörper im Esszimmen Überprüft, Heizkörper neu eingedichtet. Luftstopfen, Blindstopfen und Reduzierstopfen demontiert und erneuert.","0,75",Std.,46,labor
236248,Material: Brillux Malerweiß Extra 954 stumpfmatt weiß,4,Liter,"3,79",material
222709,"Kugelhahn 3/4""",1,,"15,83",material
142567,Wand & Deckentrocknung (EG / Fr. Jost),1,PSH,250,labor
134087,Liefern,44,Stunde/n,"0,5",labor
176100,Spülrohn lang weiss,1,,"4,53",material
155710,Facharbeiterstunden Leistungserbringung am 01.02.2018 Wand und Bodenaufbau im Bad nach Rohrerneuerung,7,Std.,40,labor
206434,selbstkl. Dichtungen (selbstkl. Dichtung),2,m,"1,25",material
240903,WAVIN AS Bogen DN 70 X 45 Grad,2,ST,"9,94",material
213066,"Fett, Öl, Silikon",1,X,5,material
215594,"Auslaufventil m.Knebel 1/2"" nicht DVGW m.Schlauchverschraubung matt-verchromt (AVMC15)",1,ST,"5,98",material
254645,Facharbeiter,17,Std.,"42,5",labor
204531,"Stufen-Doppelrosette QE 14-20mm,weiß [UQSDR1420]",1,ST,"1,86",material
241885,Material: einzA Dolomit Handspachtel,5,Liter,"1,99",material
168833,"Bodenflächen und Möbel mit Fplie abdecken, Flächen im Wohnzimmer, Küche Schlafzimmer und Kinderzimmer mit Schimmelentfernen einsprühen und anschließend mit Wasser nachwaschen.","2,75",Stunden,42,labor
149795,Facharbeiterstunden Leistungserbringung am 03 04.12.2019 Nach Rohrbruch Strang verschlossen und verfliest,5,Std.,40,labor
190611,Afriso Thermoststkopf 323N (121020171436081),1,ST,"16,21",material
156575,"Öffnung geschlossen, verfugt.",1,Std.,40,labor
244680,"Facharbeiterstunden: Im Keller eine Wandfläche abgebürstet, grundiert und mit Silikatfarbe vor- und schlussbeschichtet.",4,Stunden,38,labor
246240,"Stahl-Duschwanne sanibel 1001 superflach 900x900x25 mm Duschwanne quadratisch su- perflach aus 3,5 mm Stahl-Email Oberfläche schlag-, kratz- und abriebfest, leichtecht, farb- und säurebeständig Erdungslasche für Potentialausgleich 100-prozentig recyclebar für Standardablaufgarnitur Ablauflochdurchmesser 90 mm ohne Füße Länge: 900 mm Breite: 900 mm Hö",1,ST,"270,09",material
242501,sanibel Schallschutz-Set für Waschtisch bis 650 mm Breite sanibel-Schallschutz-Set für Waschtische verbesserten Schallschutz und zum Ausgleich von Unebenheiten verpackt im Polybeutel Materialstärke: 4 mm Breite: 650 mm Modell: sanibel sanibel-Nr.: 20 702,1,ST,"4,31",material
181445,"Am 21.10.2020 Anlage überprüft, defekten Schalter erneuert. Montage","0,5",Stunde,"43,5",labor
146324,"Fliesenlegermeister-Stunde Wandöffnung schliessen,beschädigte Wandfliesen reparieren Silukonfuge erneuern",3,Std,45,labor
209763,"Waschtisch-Röhrensiphon 1 1/4""G",1,,"15,5",material
196041,kompletten Wendel -Austauschsatz VVI 200 bestehend aus : 1 Stck 7-Rohr-Heizwendel aus Edelstahl 1 Stck. O-Ring Dicht.D-200 mm f. Handlochdeckel 1 Stck. Hahnverlängerung 1 Stck. Rücklauf-Verrohrung 435 mm 2 Stck Verschraubungs-Set 2 Stck. Flachdichtungen 45 X 33 X 2 mm 2 Stck O-Ring Dichtungen 32 X 5 mm 3 Stck. Flachdichtungen 30x20x2 mm,1,,"358,8",material
147463,"Wediplatte 2,0cm, Wandputz, Tapeten, Tapetenkleister, Feinspachtel, Schleifmaterial",1,pauschal,30,material
248644,Befestigungsmaterial [1400],1,pschl.,"9,5",material
136442,"Am 2.6.2020 Anlage überprüft, 2 FI Schalter vorhanden, Iso Messung durchgeführt-ok Zählerantrag erstellt. Montage",1,Stunde,"43,5",labor
186940,Fosta Rohr 32 mm,"0,5",,"9,2",material
236076,Crassus - Adapterkupplung 180-200/155-170mm,2,,"139,5",material
207314,PE-Xc-Rohr Sanfix FOSTA 32 x3.2mm,"6,5",m,"12,5",material
188029,"Facharbeiterstunden Leistungserbringung am 16.05.2018 Treppenanlage teiwlweise saniert und Anker von einer Blende neu befestigt. * hier kann keine Gewähr übernommen werden, da alles bereits verzogen war","2,75",Std.,40,labor
160829,"Deckenflächen, mehrfach überstrichene Rauhfaser mit Tapetenlöser einstreichen und entfernen","11,46",m²,"8,6",labor
249133,Wandanschluß versiegelt,"1,6",Ifm,"4,7",labor
247543,Material: Brillux Malerweiß 954 stumpfmatt weiß,4,Liter,"3,79",material
192626,"Bohrschraube Flachkopf 3,9 X 38mm",6,Stck,"0,09",material
236805,"Treppenhaus DG Decke lose Farbe entfernt. kleine Putzschäden beseitigt, Wasserflecken isoliert und mit einer Dispersionsfarbe beschichtet. Boden, Stufen, Geländer für die Dauer der Arbeiten abgedeckt. zum Nachweis","6,5",Std,42,labor
247280,Material: Zugseil mit Glocke,1,Stück,"9,99",material
177413,SF T-Stück 20/20/16 (man111019102107) SF T-Stück 20/20/16,2,,"10,95",material
135240,"Fliesenlegermeisterstunde: Bad und Küche: Wandöffnung schliessen und verputzen, beschädigte Wandfliesen ausstemmen, neu einsetzen und einfugen","3,5",Std,45,labor
184682,Spezialsaugen zum Absaugen von Abwasser (E303),1,ST,"13,5",other
255786,Glas,"0,575",qm,"63,85",material
192568,"KFE-Kugelhahn 1/2""",1,,"10,35",material
149805,"Simplex Reduzierstopfen Stand. 1/2x3/8"" vernickelt Flachheizkörperstopfen für Warmwasser-Heizungsanlagen (max. Druck: 10 bar, max. Temperatur: 110 Grad C Dauertemperatur, 130 Grad C kurzzeitig). Grundkörper aus Messing vernickelt, preisgünstige Ausführung mit wärmebeständigem, beschichtetem Spezial-O-Ring aus EPDM.",2,ST,"1,9",material
139868,"Fernfuehler Heimeier K weiss 2 Meter Kapillarrohn (HFK2) Fernfuehler Heimeier K weiss 2 Meter Kapillarrohn HEIMEIER Thermostat-Kopf mit Fernfühler"", Kapillarrohrspule und"" zwei Sparclips. KEYMARK-zertifiziert, geprüft nach DIN EN 215. Flüssigkeitsgefüllter Thermostat. Stabiles Regelverhalten auch bei kleinen Auslegungsregeldifferenzen (<1 K). Entspr. EnEV bzw. DIN V 4701-10. Obere und untere Begrenzung bzw. Markierung des Temperaturbereiches oder Blockierung einer Einstellung durch zwei Sparclips. Verdeckte obere und untere Begrenzung des Temperaturbereiches oder Blockierung einer Einstellung durch Anschlagclips. Stirnseitige Einstellhilfe und erfühl- bare Markierungen für Sehbehinderte. Drehrichtungsanzeige und Symbole für Grundeinstellung und Nachtabsenkung. Kurzinformation mit den wichtigsten Einstellungen. Sollwertbereich 6 bis 27 Grd. C. Merkzahl 1-5. Frostschutzsicherung. Max. Fühlertemperatur: 50 Grd. C Hysterese: 0,2 K Wassertemperatureinfluß: 0.3 K Differenzdruckeinfluß: 0,3 K Fabrikat: IMI Heimeier Typ: K Skalenhaube: weiß RAL 9016 Ausführung: Kapillarrohr 2 m Art.-Nr. 6002-00.500",1,ST,"25,56",material
143538,"Am 13.9.2017 Steckdose im Bad neu befestigt, Gewinde durchgedreht, neue Steckdose montiert. Klingel überprüft und defekten Klingeldrücker erneuert. Montage","0,75",Stunde,38,labor
204098,"Bleirohrhaken 1/2"" schwarz [ROHAS15]",3,ST,"0,25",material
160940,Danfoss Servicefühler RA/VL Fernfühlen 2 Meter Kapillarrohn Verkehrsweiss [D2212VW],1,ST,"33,53",material
135827,Schiebefix,1,Stk,"13,8",material
200276,zusätzliche Köder,6,Stck.,2,material
234738,"Oberlicht zum Badezimmer wiederholt angeschliffen, gereinigt, grundiert und mit Seiden- mattlack weiß lackiert.",1,Stück,25,labor
252407,Dichtring,1,Stk.,"1,2",material
196135,"Schnellputz- und Eckschutzschienen liefern, zuschneiden und setzen","2,5",Stunden,42,labor
167216,"Wilo Nassläufer-Hocheffizienzpumpe Yonos PICO plus 30/1-4,Rp11/4,G2,1x230V",1,,"205,5",material
152774,Mepa Wannenleiste,1,Stck.,"35,62",material
140955,Facharbeiterstunden Leistungserbringung am 22.08.2018 Nach Rohrerneuerung Wand verschlossen,"0,75",Std.,40,labor
199435,"Presskupplung MLC Uponor 32 X 25mm reduziert (UCPK3225) Presskupplung MLC Uponor 32 X 25mm reduziert aus Messing verzinnt, mit fixierten Presshülse und Pressanschlag, bewährten Prüfsicherheit ""unverpresst undicht"". Verpresst-Kennzeichnung (Abfallen des Anschlagringes nach der Verpressung)",1,ST,"16,99",material
251193,Material: einzA Polar 100 Dispersionsfarbe angemischt,1,Liter,"5,87",material
223409,Facharbeiterstunden Leistungserbringung am 04.05-14.05.2020 alten Fliesenspiegel abgeschlagen sodann erneuert. Verschließen der Schachtwand durch Fa. Janssen,"3,5",Std.,42,labor
160837,Abschlussschiene einbauen,"0,8",m,"13,55",labor
147836,"Hahnverlängerung 3/4""x25 [man190820152540] Hahnverlängerung 3/4""x25",1,,"7,6",material
186934,"Spülrohr, 230x230mm, weiss",1,Stück,"6,71",material
179758,"First-Rollelemente mit Selbstkleberändern im Bereich der Dachauflage geliefert und verlegt Rg. 374-18, Objekt: Am Anger 19-21",22,Meter,"8,32",labor
246643,verch. Schlauchschelle 25 X 40 mm,1,ST,"1,9",material
171758,"Heimeier Fühlerelement K weiss [HK] Heimeier Fühlerelement K weiss HEIMEIER Thermostat-Kopf Sparclips. KEYMARK-zertifiziert, geprüft nach DIN EN 215. Flüssigkeitsgefüllter Thermostat. Stabiles Regelverhalten auch bei kleinen Auslegungsregeldifferenzen (<1 K). Entspr. EnEV bzw. DIN V 4701-10. Obere und untere Begrenzung bzw. Markierung des Temperaturbereiches oder Blockierung einer Einstellung durch zwei Sparclips. Verdeckte obere und untere Begrenzung des Temperaturbereiches oder Blockierung einer Einstellung durch Anschlagclips. Stirnseitige Einstell- hilfe und erfühlbare Markierungen für Sehbehinderte. Drehrichtungsanzeige und Symbole für Grundeinstellung und Nacht- absenkung. Kurzinformation mit den wichtigsten Einstellungen. Sollwertbereich 6 bis 28 Grd. C. Merkzahl 1-5. Frostschutzsicherung. Max. Fühlertemperatur: 50 Grd. C Hysterese: 0,15 K Wassertemperatureinfluß: 0,30 K Differenzdruckeinfluß: 0,20 K Fabrikat: IMI Heimeier Typ: K Skalenhaube: weiß RAL 9016 Ausführung: Standard Art.-Nr. 6000-00.500",1,ST,"16,1",material
206971,HT Bogen,2,Stk.,"4,3",material
169670,"VI RAXOFIX Übergangsstück 5311 32mmxR1"" AG, Rotguss",2,,"13,23",material
230560,"Dichtband anbringen Anbringen von elastischem Dichtband (einschließlich Innen- und Aussenecken) im Dusch- und Wannenbereich vor der Verlegung im Dünnbettverfahren, einschließlich Lieferung aller Materialien.",5,M,"11,5",labor
135273,LED leuchtmittel,3,Stück,"4,05",material
135982,Eisenträger inkl. Lieferkosten,1,X,295,material
153752,Geräte-Anschluss Rohr 200 mm,1,,"7,86",material
233553,CU Rohr 18 X 1 mm,"0,5",lfdm,"11,27",material
238733,Verläng. Tülle 1/2' X 34 mm,1,ST,"7,5",material
236801,"Gummiverbinder schwarz, f. EURO-WC 55 mm leichte Ausf., f.SPK-Rohr, ASW # 735038",1,ST,"3,32",material
133934,Bodenflächen im Wandbereich mit Vlies abdecken,"35,08",m²,"1,38",labor
172613,Winkelschließblech Zimmertür [SCHLIEBBLECH],1,Stk,"8,84",material
195150,fehlende Schrauben am Blendladen geliefert und eingebaut,"0,5",Stunden,27,labor
164489,Facharbeiterstunden Leistungserbringung am 18.10.2019 Nach Rohrerneuerung Wände aufgebaut,1,Std.,40,labor
212254,"Holzfenster Meranti weiß, UG-Wert 1,1 mit Einhand-Dreh-Kipp Beschlag und Isolierverglasung, sowie mit verdecktliegenden Gummidichtung geliefert und eingebaut, kleinere Verputzarbeiten mit ausgeführt, Blendrahmen ringsum ausgeschäumt, innen verleistet und ausgespritzt, außen versiegelt. Maße: 660 X 820 mm 1flgl. DK (Kinder- und Schlafzimmer) 2 St. Gaubenfenster ausgemessen, nach Maß angefertigt und vor Ort montiert, einschl. Deck- und Anschlussverleistung, Anschlussversiegelung, Ausbau und Entsorgungskosten.",2,St.,492,labor
151628,"Stahlrohrgerüst der Gruppe 3 2,0 kn/m² einschl. innenliegenden Leitergang nach DIN 4420 Grundstandzeit 4 Wochen (Bei längerer Standzeit wird eine Zulage von 5% pro Woche berrechnet)","934,68",m²,"5,85",other
185201,Türanschluss aufnehmen und den anfallenden Schutt entsorgen,1,Stck,"20,12",labor
241672,Rahmenholzer 8/8 techn. getr.,12,m,"8,35",material
165843,Chinchilla Isoglas 955 X 730 mm,1,St.,"64,6",material
240483,"Wolf ET Überwachungselektrode für CGB-11-35, PG27",1,Stück,"19,85",material
143624,"Dichtisolierung für Wand und Boden AEB Sopro o ä. Mengenberechnung:1,8*2,5","4,5",gm,"24,15",material
238964,Facharbeiterstunden: Im Badezimmer die befallene Tapete von den Wand- und Deckenflä- chen vollflächig entfernt und entsorgt.,2,Stunden,38,labor
241043,Getriebe VS Gr. 100,1,Stck.,"27,3",material
198032,Treppenleibungen abkleben und mit Acryllack lacieren,"66,6",m,"9,76",labor
145292,"Am 7.6.2021 Mängelbeseitigung nach E-Check durchgeführt. Lose offeene Leitungen entfernt, Lose Schalten und Steckdosen befestigt, fehlende und defekte ersetzt. Taster- schaltung im Flur instandgesetzt. Montage","2,5",Stunde,"43,5",labor
219732,VECTOR Profilzylinder mit insgesamt 27 Schlüsseln,1,Stück,"493,95",material
207637,"Schutzschlauch FLEX PE-Plus CONEL 4x 18mm, m. Schutzfolie und Gleitfolie [CLI- PEP418",1,M,"0,8",material
231396,"Entsorgungskosten Teppich- und PVC Boden, Gardinenleisten, Sperrholz, Sperrmüll etc.",1,Stück,50,other
221285,Am 6.1.2020 Beleuchtung überprüftdefekte Leuchtmittel im DG erneuert. Beleuchtung auf Funktion überprüft. Montage,"0,75",Stunde,"43,5",labor
146170,Fosta Rohr 32 m,6,m,"10,3",material
214928,Entsorgungskosten Altglas (Entsorgungs alt),"0,338",m²,8,other
245059,Kamera Einsatz mit Zubehör,1,ST,75,labor
194983,"Flexibler Verbindungsschlauch KTWA 300mm mit 3/8"" Überwurfm. X 1/2"" Überwurfm. (FLEXKTWA30U151)",2,ST,"6,58",material
136492,"comfort Auslaufventil DIN 3509 m. Knebel Schlauchverschr DN15 (1/2"") verchromt comfort-Auslaufventil DIN 3509 aus Messing CW 617 N mit reduziertem Blejanteil nach DIN 50930-6 und Umwelt- bundesamt- Empfehlung Oberteil mit Knebelgriff wartungsfreie O-Ring- Spindelabdichtung O-Ring EPDM mit KTW- und W270-Zulassung Schlauchverschraubung mit Überwurfmutter aus Messing, Schlauchtülle aus ABS Nenndruck: PN 10 Betriebstemperatur: max. 90 Grad C Größe: DN 15 (1/2"") Außengewinde Oberfläche: poliert verchromt Modell: comfort comfort-Nr.: 89 00 362",1,ST,"16,3",material
168091,Schmutzmasse pauschal,1,st,3,other
221693,"Fliesenlegermeister-Stunde Rohrschacht schliessen, Wandöffnung schliessen,beschädigte Wandfliesen ausstemmen und neu einsetzen, Silikonfugen erstellen",3,Std,45,labor
195404,"comfort Auslaufventil DIN 3509 m. Knebel Schlauchverschr DN15 (1/2"") matt verchr",1,,"13,22",material
182521,Caparol Fibrosil Rissstopfarbe,12,Kg,"9,79",material
191504,Wandfliesen 15cm15cm weiß glänzend,"0,5",qm,"20,7",material
216116,Entsorgungskosten Blende (Entsorgungs alt),1,St.,5,other
232312,"Ersatzpumpe als Einheit komplett montiert für Muli-Star DDP 1,5kW und Conel Flow DHD",2,Stück,"1892,18",material
141284,"Haustüre, Innnen Sockelleiste gemessen, angefertigt, Leiste Längs-, und Kopfkanten mit 15 Grad Schräge, 2 mal mit Farbe Weiß behandelt, geliefert und montiert","2,5",Std.,40,labor
192675,"Fugenbund 3xsilbergrau, 2xgrau",5,Sack,"15,2",material
234301,Material: Baustellenfassung inkl. Glühlampe in Birnenform,1,Stück,5,material
251192,Material: einzA Handspachtel Dolomit,3,Liter,"1,99",material
252833,Reinigung Verbindungsweg zwischen den Häusern inkl. Material und Nebenarbeiten.,1,Stück,25,labor
236062,Batterie CR 2032,2,,"2,5",material
205412,"Am 23.07.+31.07.2019 im Bad und Küche den Kaltwasserdruck überprüft. Im Bad ist der Druck sehr schlecht, in der Küche kein Kaltwasserdruck vorhanden. Eckventile überprüft. Im Keller Kaltwasserleitung rausgeschnitten und demontiert. Neue Kaltwasserleitung angepasst und montiert. Kaltwasserdruck nochmal geprüft. Druck immer noch sehr schlecht.","3,5",Std.,46,labor
174331,"Winkelmuffe Uponor S-Press PLUS MLC 20 X 3/4"" IG 90 Gard [UCPW2020IN]",1,ST,"13,71",material
247700,Material: Capadur F7-Langzeitlasur Kiefer,"0,75",Liter,"27,36",material
195155,Junkers MAG (man110220142455) Junkers MAG,1,,"156,7",material
147874,"Farbset Multiplex, verchr.",1,Stück,"17,09",material
201714,"Fahrtkilometer, anteilig (KM)",28,km,"0,8",other
142407,"Komi-Eckventil 1/2""",1,,"18,64",material
221919,Komplettbeschlag Fenster,1,Stück,"144,63",material
215016,"Baum Nr. 16, 53, 54 Dachkante/fassade freischneiden",1,Stück,100,labor
156958,"NEOPERL Universal J-Auslauf mit CASCADE SLC/verchromt 3/4"" 200 MM (YWF16820100001) NEOPERL Universal J-Auslauf mit CASCADE SLC/verchromt 3/4"" 200 MM",1,ST,"8,78",material
247297,Prestabo Überg. Muffen 3/4' X 22 mm,2,ST,"10,5",material
249824,"Einbauschrank im Flur von außen wiederholt angeschliffen, gereinigt, grundiert und mit Sei- denmattlack weiß lackiert.",1,Stück,100,labor
224796,PU-Versiegelung,1,Kart.,"6,45",material
251006,Fensterreparaturpauschale,1,Stck.,"67,5",labor
225023,"Flexibler Verbindungsschlauch KTWA 500mm mit 2 Überwurfmuttern 1/2"" (FLEXKTWA502U)",1,ST,"8,82",material
139173,"Duschtasse 90x90x2,3 cm",1,Stck.,"236,36",material
200911,"Presskupplung MLC Uponor 32 X 32mm (UCPK32) Presskupplung MLC Uponor 32 X 32mm aus Messing verzinnt. mit fixierten Presshülse und Pressanschlag, bewährten Prüfsicherheit ""unverpresst undicht"". Verpresst-Kennzeichnung (Abfallen des Anschlagringes nach der Verpressung) und Farbkodierung. Pressen ohne Entgra- ten.",1,ST,"15,31",material
134744,"Am 11.12.2020 restlichen Mängel beseitigt. Verkabelung im Anbau erneuert, Ovalleuch- ten sowie Funkschalter montiert. Montage","4,5",Stunde,"43,5",labor
169544,"Am 6.11.2017 Mängelbeseitigung nach E-Check durchgeführt. Lose Schalter u.Steckdosen befestigt, defekte erneuert. Herddose erneuert. Lose offene Leitungen aus der Dose herausgeklemmt und entfernt. Montage","0,75",Stunde,38,labor
205532,Facharbeiterstunden Leistungserbringung am 26.07.2019 Nach Rohrerneuerung im Bad Wände verschlossen und gefliest,"3,25",Std.,40,labor
210506,"Holzfenster Meranti weiß, UG-Wert 1,1 mit Einhand-Dreh-Kipp Beschlag und Isolierverglasung, sowie mit verdecktliegenden Gummidichtung geliefert und eingebaut, kleinere Verputzarbeiten mit ausgeführt, Blendrahmen ringsum ausgeschäumt, von außen versiegelt, bzw. mit Kompriband abgedichtet. Maße: 905 X 1025 mm 1flgl. DK mit aufgesiegelter Kreuzsprosse 26 mm. Lieferung und Montage",2,St.,634,labor
236693,TAE Dose 3 X 6 NFN AP reinweiss,1,St,"4,86",material
256347,Material: Silcofug sandgrau,1,Kartusche,"12,11",material
176579,"Wande/Böden grundieren, sowie abspachteln (Kratzspachtelung) inkl. Lieferung aller Materialien. (02.03)","0,87",M2,"25,4",labor
175490,"Wände/Böden grundieren, sowie abspachteln (Kratzspachtelung) einschl. Lieferung aller Materialien","6,88",M2,"25,4",labor
148279,Facharbeiterstunden Leistungserbringung am 18.05-22.05.2020 Umbau laut Angebot auf ebenerdige Dusche inkl. Verfliesung der Randbereiche,"8,25",Std.,42,labor
169238,Anfahrtspauschale Nach Besichtigung der Wohnung sind keine Arbeiten für uns zu erledigen.,1,Stck.,10,other
148994,"sanibel WAS-Ventil A19 mit Dreikant- haubengriff DN 15 (1/2"") verchromt",1,,"22,44",material
181404,"Rotguss Reduzierstück 3241, mit Mehrkant R1"" AGxRp3/4"" IG",1,,"3,19",material
253894,Kermi Basic-50 Designheizkörper mit waagrechten Rundrohren Durchmesser 24 mm und senkrechten Sammelrohren 50 X 35 mm als D-Profil. Ohne sichtbare Schweißnähte. Zwi- schen den Rohrblöcken Abstände zur Handtuchaufhängung. Die Befestigung erfolgt an der Rückseite der D-Profile. Das beigepackte Befestigungsset entspricht der VDI 6036. Anfor- derungsklasse,1,ST,"262,75",material
237375,"Grohe EH-SPT-Batterie Eurostyle C 33984 flacher Auslauf Niederdruck chrom GROHE Eu- rostyle Cosmopolitan Einhand-Spültischbatterie, DN 15 Niederdruck für offene Warmwas- serbereiter flacher Auslauf Einlochmontage GROHE StarLight Oberfläche GROHE SilkMo- ve 46 mm Keramikkartusche Auslauf mit Strahlregler variabel einstellbare Mengenbegren- zung schwenkbarer",1,ST,"163,8",material
187238,Facharbeiterstunden Leistungserbringung am 27.09.2018 Nach Rohrerneuerung Wand und Boden verschlossen,3,Std.,40,labor
180183,"Kappe 3/4"" messing (300M20)",2,ST,"2,21",material
208728,"Badewanne Kaldewei Saniform 160x70cm, weiß",1,psh,363,material
168780,Spaxschrauben 6 X 80 Spaxschrauben 6 X 80 (Spax6),30,St.,"0,14",material
236224,Gasf-Autom DKG-972-N-21 V2 everp,1,ST,"163,12",material
217683,"Freistromventil 1 1/2"" messing m.Entl. DIN-DVGW m.steigender Spindel (FVME40) Freistromventil 1 1/2"" messing m.Entl. DIN-DVGW m.steigenden Spindel",1,ST,"36,99",material
